Layer,Config,Model,Acc,F1,AUC,Speaker_Vote,Speaker_F1,Speaker_Acc
7,ZH -> EN,SVM-Linear,0.5334437086092715,0.353966070609812,0.5199109177565249,-,0.0,0.0
7,ZH -> EN,SVM-RBF,0.5158940397350993,0.32063197026022305,0.4935354721333831,-,0.0,0.0
7,ZH -> EN,GRU,0.7391304347826086,0.0,0.30392156862745096,-,0.0,0.7391304347826086
7,ZH -> EN,CLeaD,0.5394039735099337,0.3154527559055118,0.5229747466190906,-,0.0,0.0
7,ZH -> ZH,LR,0.5221386800334169,0.4521072796934866,0.5193291984466236,"2/5 MDD, 5/5 HC",0.5714285714285714,0.7
7,ZH -> ZH,SVM-Linear,0.5384294068504595,0.4553967471660917,0.530239152906993,"3/5 MDD, 5/5 HC",0.75,0.8
7,ZH -> ZH,SVM-RBF,0.5271512113617377,0.4271255060728745,0.5237050540608499,"2/5 MDD, 5/5 HC",0.5714285714285714,0.7
7,ZH -> ZH,GRU,0.7,0.5714285714285714,0.72,"2/5 MDD, 5/5 HC",0.5714285714285714,0.7
7,ZH -> ZH,CLeaD,0.5505430242272348,0.45158002038735984,0.5665790098622636,"2/5 MDD, 5/5 HC",0.5714285714285714,0.7
7,MIX -> EN,LR,0.6789735099337748,0.5645632158095666,0.7043055024749777,-,0.0,0.0
7,MIX -> EN,SVM-Linear,0.6624172185430464,0.5354294827979038,0.6915578062118544,-,0.0,0.0
7,MIX -> EN,SVM-RBF,0.6824503311258279,0.5005208333333333,0.6910124144676384,-,0.0,0.0
7,MIX -> EN,GRU,0.43478260869565216,0.38095238095238093,0.6274509803921569,-,0.38095238095238093,0.43478260869565216
7,MIX -> EN,CLeaD,0.6158940397350994,0.46642134314627415,0.624063607864291,-,0.0,0.0
7,MIX -> ZH,LR,0.47201336675020883,0.4352100089365505,0.45697482748023355,"3/5 MDD, 4/5 HC",0.6666666666666666,0.7
7,MIX -> ZH,SVM-Linear,0.48872180451127817,0.43956043956043955,0.47558111921325397,"3/5 MDD, 5/5 HC",0.75,0.8
7,MIX -> ZH,SVM-RBF,0.5183792815371763,0.411434405308831,0.5202120526359902,"2/5 MDD, 5/5 HC",0.5714285714285714,0.7
7,MIX -> ZH,GRU,0.8,0.75,0.6,"3/5 MDD, 5/5 HC",0.75,0.8
7,MIX -> ZH,CLeaD,0.5254803675856308,0.4914950760966876,0.5270828094878887,"3/5 MDD, 5/5 HC",0.75,0.8
8,EN -> EN,LR,0.6822847682119205,0.6082874055929781,0.745418106408938,-,0.0,0.0
8,EN -> EN,SVM-Linear,0.6745033112582781,0.598119378577269,0.737011814393447,-,0.0,0.0
8,EN -> EN,SVM-RBF,0.6710264900662252,0.49272402348736277,0.6972194691958133,-,0.0,0.0
8,EN -> EN,GRU,0.8260869565217391,0.6,0.6862745098039216,-,0.6,0.8260869565217391
8,EN -> EN,CLeaD,0.6581125827814569,0.5458544095007697,0.6948686612387772,-,0.0,0.0
